Provider,Service Name,URL,City,Country,Status,Zone Name,Region,Parent Region,Latitude,Longitude
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Atlanta,United States,Generally Available,us-east-1-atl-1a,,US East (N. Virginia),39.784,-100.446
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Auckland,New Zealand,Generally Available,ap-southeast-2-akl-1a,,Asia Pacific (Sydney),-41.5,172.834
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Bangkok,Thailand,Generally Available,ap-southeast-1-bkk-1a,,Asia Pacific (Singapore),14.897,100.833
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Boston,United States,Generally Available,us-east-1-bos-1a,,US East (N. Virginia),39.784,-100.446
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Buenos Aires,Argentina,Generally Available,us-east-1-bue-1a,,US East (N. Virginia),-34.996,-64.967
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Chicago,United States,Generally Available,us-east-1-chi-1a,,US East (N. Virginia),39.784,-100.446
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Copenhagen,Denmark,Generally Available,eu-north-1-cph-1a,,Europe (Stockholm),55.67,10.333
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Dallas,United States,Generally Available,us-east-1-dfw-1a,,US East (N. Virginia),39.784,-100.446
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Delhi,India,Generally Available,ap-south-1-del-1a,,Asia Pacific (Mumbai),22.351,78.668
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Denver,United States,Generally Available,us-west-2-den-1a,,US West (Oregon),39.784,-100.446
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Hamburg,Germany,Generally Available,eu-central-1-ham-1a,,Europe (Frankfurt),51.164,10.448
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Helsinki,Finland,Generally Available,eu-north-1-hel-1a,,Europe (Stockholm),63.247,25.921
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Houston,United States,Generally Available,us-east-1-iah-1a,,US East (N. Virginia),39.784,-100.446
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Kansas City,United States,Generally Available,us-east-1-mci-1a,,US East (N. Virginia),39.784,-100.446
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Kolkata,India,Generally Available,ap-south-1-ccu-1a,,Asia Pacific (Mumbai),22.351,78.668
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Lagos,Nigeria,Generally Available,af-south-1-los-1a,,Africa (Cape Town),9.6,8.0
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Las Vegas,United States,Generally Available,us-west-2-las-1a,,US West (Oregon),39.784,-100.446
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Lima,Peru,Generally Available,us-east-1-lim-1a,,US East (N. Virginia),-6.87,-75.046
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Los Angeles,United States,Generally Available,"us-west-2-lax-1a, us-west-2-lax-1b",,US West (Oregon),39.784,-100.446
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Manila,Philippines,Generally Available,ap-southeast-1-mnl-1a,,Asia Pacific (Singapore),12.75,122.731
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Miami,United States,Generally Available,us-east-1-mia-1a,,US East (N. Virginia),39.784,-100.446
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Minneapolis,United States,Generally Available,us-east-1-msp-1a,,US East (N. Virginia),39.784,-100.446
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Muscat,Oman,Generally Available,me-south-1-mct-1a,,Middle East (Bahrain),21.0,57.004
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Perth,Australia,Generally Available,ap-southeast-2-per-1a,,Asia Pacific (Sydney),-24.776,134.755
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Philadelphia,United States,Generally Available,us-east-1-phl-1a,,US East (N. Virginia),39.784,-100.446
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Phoenix,United States,Generally Available,us-west-2-phx-1a,,US West (Oregon),39.784,-100.446
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Portland,United States,Generally Available,us-west-2-pdx-1a,,US West (Oregon),39.784,-100.446
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Querétaro,Mexico,Generally Available,us-east-1-qro-1a,,US East (N. Virginia),23.659,-102.008
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Santiago,Chile,Generally Available,us-east-1-scl-1a,,US East (N. Virginia),-31.761,-71.319
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Seattle,United States,Generally Available,us-west-2-sea-1a,,US West (Oregon),39.784,-100.446
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Taipei,Taiwan,Generally Available,ap-northeast-1-tpe-1a,,Asia Pacific (Tokyo),23.974,120.982
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Warsaw,Poland,Generally Available,eu-central-1-waw-1a,,Europe (Frankfurt),52.216,19.134
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Amsterdam,Netherlands,Announced,eu-central-1-ams-1a,,Europe (Frankfurt),52.243,5.634
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Athens,Greece,Announced,eu-south-1-ath-1a,,Europe (Milan),38.995,21.988
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Bengaluru,India,Announced,ap-south-2-blr-1a,,Asia Pacific (Hyderabad),22.351,78.668
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Berlin,Germany,Announced,eu-central-1-ber-1a,,Europe (Frankfurt),51.164,10.448
Amazon,Local Zones,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,Bogotá,Colombia,Announced,us-east-1-bog-1a,,US East (N. Virginia),4.1,-72.909
