Provider,Service Name,URL,City,Country,Status,IP Version,Hosting Provider,C Number,Airport Code,Airport Code Number,ISP Name,CDN Type,Zone Name,Region,Parent Region,Latitude,Longitude
Google,ggcs,https://peering.google.com/#/infrastructure,Antofagasta,Chile,Active,,,,,0,,,,,,-23.444,-70.445
Google,ggcs,https://peering.google.com/#/infrastructure,Dauphin County,United States,Active,,,,,0,,,,,,40.194,-76.763
Google,ggcs,https://peering.google.com/#/infrastructure,Hésingue,France,Active,,,,,0,,,,,,47.601,7.522
Google,ggcs,https://peering.google.com/#/infrastructure,,Azerbaijan,Active,,,,,0,,,,,,40.468,50.047
Google,ggcs,https://peering.google.com/#/infrastructure,Porto Seguro,Brazil,Active,,,,,0,,,,,,-16.439,-39.081
Google,ggcs,https://peering.google.com/#/infrastructure,Fortaleza,Brazil,Active,,,,,0,,,,,,-3.776,-38.532
Google,ggcs,https://peering.google.com/#/infrastructure,Sola,Norway,Active,,,,,0,,,,,,58.877,5.638
Google,ggcs,https://peering.google.com/#/infrastructure,Little Rock,United States,Active,,,,,0,,,,,,34.729,-92.224
Google,ggcs,https://peering.google.com/#/infrastructure,Portland,United States,Active,,,,,0,,,,,,45.589,-122.597
Google,ggcs,https://peering.google.com/#/infrastructure,Romulus,United States,Active,,,,,0,,,,,,42.212,-83.353
Google,ggcs,https://peering.google.com/#/infrastructure,Bhopal,India,Active,,,,,0,,,,,,23.288,77.338
Google,ggcs,https://peering.google.com/#/infrastructure,Es Senia,Algeria,Active,,,,,0,,,,,,35.624,-0.621
Google,ggcs,https://peering.google.com/#/infrastructure,Terekti District,Kazakhstan,Active,,,,,0,,,,,,51.151,51.542
Google,ggcs,https://peering.google.com/#/infrastructure,Pattaya,Thailand,Active,,,,,0,,,,,,12.95,100.883
Google,ggcs,https://peering.google.com/#/infrastructure,Rio Largo,Brazil,Active,,,,,0,,,,,,-9.511,-35.792
Google,ggcs,https://peering.google.com/#/infrastructure,Wake County,United States,Active,,,,,0,,,,,,35.878,-78.787
Google,ggcs,https://peering.google.com/#/infrastructure,Latacunga,Ecuador,Active,,,,,0,,,,,,-0.907,-78.616
Google,ggcs,https://peering.google.com/#/infrastructure,St.Thomas Mount-Pallavaram Cantonment Board,India,Active,,,,,0,,,,,,12.994,80.181
Google,ggcs,https://peering.google.com/#/infrastructure,San Cayetano,Mexico,Active,,,,,0,,,,,,21.419,-104.843
Google,ggcs,https://peering.google.com/#/infrastructure,Tijuana,Mexico,Active,,,,,0,,,,,,32.541,-116.97
Google,ggcs,https://peering.google.com/#/infrastructure,Goiânia,Brazil,Active,,,,,0,,,,,,-16.632,-49.221
Google,ggcs,https://peering.google.com/#/infrastructure,Wrocław,Poland,Active,,,,,0,,,,,,51.103,16.886
Google,ggcs,https://peering.google.com/#/infrastructure,Uzhhorod,Ukraine,Active,,,,,0,,,,,,48.634,22.263
Google,ggcs,https://peering.google.com/#/infrastructure,Rushcliffe,United Kingdom,Active,,,,,0,,,,,,52.92,-1.079
Google,ggcs,https://peering.google.com/#/infrastructure,Nairobi,Kenya,Active,,,,,0,,,,,,-1.319,36.928
Google,ggcs,https://peering.google.com/#/infrastructure,Austin,United States,Active,,,,,0,,,,,,30.194,-97.67
Google,ggcs,https://peering.google.com/#/infrastructure,Tegucigalpa,Honduras,Active,,,,,0,,,,,,14.061,-87.217
Google,ggcs,https://peering.google.com/#/infrastructure,Regina,Canada,Active,,,,,0,,,,,,50.429,-104.657
Google,ggcs,https://peering.google.com/#/infrastructure,Madison,United States,Active,,,,,0,,,,,,43.14,-89.338
Google,ggcs,https://peering.google.com/#/infrastructure,Lucas County,United States,Active,,,,,0,,,,,,41.587,-83.808
Google,ggcs,https://peering.google.com/#/infrastructure,Champaign County,United States,Active,,,,,0,,,,,,40.039,-88.278
Google,ggcs,https://peering.google.com/#/infrastructure,San Juan Bautista,Peru,Active,,,,,0,,,,,,-3.785,-73.309
Google,ggcs,https://peering.google.com/#/infrastructure,Reykjavik,Iceland,Active,,,,,0,,,,,,64.13,-21.941
Google,ggcs,https://peering.google.com/#/infrastructure,eThekwini Metropolitan Municipality,South Africa,Active,,,,,0,,,,,,-29.614,31.116
Google,ggcs,https://peering.google.com/#/infrastructure,Seville,Spain,Active,,,,,0,,,,,,37.418,-5.893
Google,ggcs,https://peering.google.com/#/infrastructure,Gornje Dubrave,Bosnia and Herzegovina,Active,,,,,0,,,,,,44.459,18.726
Google,ggcs,https://peering.google.com/#/infrastructure,Grand Junction,United States,Active,,,,,0,,,,,,39.123,-108.526
Google,ggcs,https://peering.google.com/#/infrastructure,Culiacán,Mexico,Active,,,,,0,,,,,,24.764,-107.475
Google,ggcs,https://peering.google.com/#/infrastructure,Bologna,Italy,Active,,,,,0,,,,,,44.531,11.297
Google,ggcs,https://peering.google.com/#/infrastructure,Punta Arenas,Chile,Active,,,,,0,,,,,,-53.003,-70.855
Google,ggcs,https://peering.google.com/#/infrastructure,Arica,Chile,Active,,,,,0,,,,,,-18.349,-70.339
Google,ggcs,https://peering.google.com/#/infrastructure,Mošnov,Czechia,Active,,,,,0,,,,,,49.696,18.111
Google,ggcs,https://peering.google.com/#/infrastructure,Talbot,Seychelles,Active,,,,,0,,,,,,-4.674,55.522
Google,ggcs,https://peering.google.com/#/infrastructure,Quilpué,Chile,Active,,,,,0,,,,,,-33.05,-71.417
Google,ggcs,https://peering.google.com/#/infrastructure,Matoury,France,Active,,,,,0,,,,,,4.82,-52.361
Google,ggcs,https://peering.google.com/#/infrastructure,Napier,New Zealand,Active,,,,,0,,,,,,-39.464,176.868
Google,ggcs,https://peering.google.com/#/infrastructure,Putatan,Malaysia,Active,,,,,0,,,,,,5.937,116.053
Google,ggcs,https://peering.google.com/#/infrastructure,Conakry,Guinea,Active,,,,,0,,,,,,9.577,-13.612
Google,ggcs,https://peering.google.com/#/infrastructure,Timika,Indonesia,Active,,,,,0,,,,,,-4.528,136.887
